month,customers,dev_seats,seat_mrr,usage_mrr,edge_requests_millions,fast_data_transfer_gb,build_minutes,edge_revenue,data_revenue,build_revenue,mrr,arr,arpc_mrr,usage_share_pct,rev_per_gb,rev_per_1m_edge,rev_per_build_min,scenario,cost_per_gb,cost_per_1m_edge,cost_per_build_min,infra_fixed_cost,infra_variable_cogs,infra_cogs,other_cogs,total_cogs,gross_profit,gross_margin_pct,rnd,sales_marketing,g_and_a,opex_total,ebitda,ebitda_margin_pct,cash_balance,burn
2026-11,520.0,1264,25280.0,4168.112472680989,5659.0288797043095,177370.67726602545,74688.80829259036,3107.475625192997,14.993531391727572,1045.643316096265,29448.11247268099,353377.34967217187,56.63098552438652,14.154090441442543,8.453218774848482e-05,0.5491181775618303,0.013999999999999999,base,0.0182857142857142,0.3214285714285714,0.0037142857142857,202857.14285714287,5339.738669284741,208196.8815264276,1472.4056236340496,209669.28715006166,-180221.17467738068,-611.9956749165905,305714.28571428574,377142.8571428571,160000.0,842857.1428571428,-1023078.3175345236,-3474.172813227446,-7006634.644291675,1023078.3175345236
2026-12,546.0,1409,28180.0,4457.5357739702085,6013.259425556565,180442.56109052405,81279.15340610349,3247.93223082773,71.69539545702999,1137.908147685449,32637.53577397021,391650.4292876425,59.77570654573298,13.65769709098344,0.00039733084602507936,0.5401284064053354,0.014000000000000002,base,0.0181142857142857,0.3185714285714285,0.0036857142857142,205142.85714285716,5483.812489020999,210626.66963187815,1631.8767886985106,212258.54642057666,-179621.01064660645,-550.3510188102549,310285.7142857143,382857.1428571429,162000.0,855142.8571428573,-1034763.8677894637,-3170.471799573578,-8041398.512081139,1034763.8677894637
2027-01,571.0,1484,29680.0,4129.65487270523,5972.49390518655,186505.45486810565,83979.22047141612,2953.9457861054047,0.0,1175.7090865998257,33809.65487270523,405715.85847246274,59.21130450561336,12.214424809284669,0.0,0.49459167861857173,0.014,base,0.0179428571428571,0.3157142857142857,0.0036571428571428,207428.57142857145,5539.1663865663595,212967.7378151378,1690.4827436352616,214658.22055877306,-180848.56568606783,-534.90213481022,314857.14285714284,388571.4285714286,164000.0,867428.5714285714,-1048277.1371146392,-3100.5259919435634,-9089675.649195777,1048277.1371146392
2027-02,596.0,1520,30400.0,5088.811072948053,6757.502691720407,204334.7293398567,85803.21201227476,3806.813544511103,80.75256026510303,1201.2449681718467,35488.811072948054,425865.73287537665,59.544985021724926,14.339198522283226,0.00039519743181195855,0.563346212081481,0.014000000000000002,base,0.0177714285714285,0.3128571428571428,0.0036285714285714,209714.2857142857,6056.796115693932,215771.08182997964,1774.4405536474028,217545.52238362705,-182056.71131067898,-512.9974935944101,319428.5714285714,394285.7142857143,166000.0,879714.2857142857,-1061770.9970249645,-2991.8471904918715,-10151446.646220742,1061770.9970249645
2027-03,620.0,1571,31420.0,4859.52492666482,6611.206687967193,202907.4330091164,91572.78987849761,3427.347040664814,150.1588277010395,1282.0190582989667,36279.52492666482,435354.2991199778,58.51536278494326,13.394676298787896,0.0007400361114138832,0.5184147467213207,0.014,base,0.0176,0.31,0.0036,212000.0,5950.30693779287,217950.30693779286,1813.9762463332409,219764.2831841261,-183484.7582574613,-505.75292435156234,324000.0,400000.0,168000.0,892000.0,-1075484.7582574612,-2964.440026244662,-11226931.404478204,1075484.7582574612
2027-04,644.0,1642,32840.0,4775.075152078046,6807.465970649222,217317.54962932318,95204.91693609548,3337.487422371719,104.71889260099024,1332.8688371053368,37615.07515207805,451380.90182493656,58.40850178894107,12.694578258244546,0.0004818703909537376,0.4902686898122571,0.014,base,0.0174285714285714,0.3071428571428571,0.0035714285714285,214285.7142857143,6218.416545010794,220504.13083072507,1880.7537576039024,222384.88458832898,-184769.80943625094,-491.2121235680778,328571.4285714286,405714.28571428574,170000.0,904285.7142857143,-1089055.5237219653,-2895.263453067434,-12315986.928200169,1089055.5237219653
2027-05,667.0,1727,34540.0,5304.678670480619,7260.737468537071,219975.3803658769,99033.56020514051,3837.3212513252975,80.8875762833543,1386.469842871967,39844.67867048062,478136.1440457675,59.73714943100543,13.313393023823405,0.0003677119509865922,0.5285029610220103,0.013999999999999999,base,0.0172571428571428,0.3042857142857142,0.0035428571428571,216571.42857142855,6356.347007038466,222927.77557846703,1992.2339335240313,224920.00951199105,-185075.33084151044,-464.4919648420344,333142.85714285716,411428.5714285714,172000.0,916571.4285714286,-1101646.7594129392,-2764.8529142967004,-13417633.687613107,1101646.7594129392
2027-06,690.0,1746,34920.0,5673.084446443626,7340.08020950935,232425.5983351902,102255.01260857676,3955.4836358846565,286.0306340388951,1431.5701765200745,40593.08444644362,487117.0133573235,58.83055716875887,13.975494899699958,0.0012306330975919396,0.5388883394980042,0.013999999999999999,base,0.0170857142857142,0.3014285714285714,0.0035142857142857,218857.14285714284,6543.020587589188,225400.16344473202,2029.6542223221813,227429.81766705422,-186836.7332206106,-460.2673971895709,337714.2857142857,417142.8571428571,174000.0,928857.1428571427,-1115693.8760777533,-2748.482632675378,-14533327.56369086,1115693.8760777533
2027-07,712.0,1861,37220.0,5212.784831334409,7604.2874168485805,229217.54813009835,102799.81513475195,3762.559718373344,11.027701074538708,1439.197411886527,42432.78483133441,509193.4179760129,59.596607909177536,12.28480490275302,4.811019559584352e-05,0.49479451684542575,0.013999999999999999,base,0.0169142857142857,0.2985714285714285,0.0034857142857142,221142.85714285716,6505.80484130072,227648.66198415786,2121.6392415667206,229770.30122572457,-187337.51639439017,-441.4923911759172,342285.7142857143,422857.1428571429,176000.0,941142.8571428573,-1128480.3735372475,-2659.453952934815,-15661807.937228106,1128480.3735372475
2027-08,734.0,1877,37540.0,6080.6596173211565,8174.169414867599,244253.83044374076,105776.60716351084,4539.918720611003,59.8683964210018,1480.8725002891517,43620.65961732116,523447.9154078539,59.42869157673182,13.939861686334085,0.00024510729806053686,0.5553981683268719,0.014,base,0.0167428571428571,0.2957142857142857,0.0034571428571428,223428.57142857145,6872.410501448457,230300.98193001992,2181.032980866058,232482.01491088598,-188861.35529356482,-432.9630889363503,346857.14285714284,428571.4285714286,178000.0,953428.5714285714,-1142289.926722136,-2618.690172829364,-16804097.86395024,1142289.926722136
2027-09,756.0,1906,38120.0,6005.036865637209,8260.484458567129,245274.86766180422,104977.6304939757,4520.469126199363,14.88091252218669,1469.6868269156596,44125.03686563721,529500.4423876465,58.3664508804725,13.609137333806261,6.067035185482251e-05,0.5472401950361502,0.013999999999999999,base,0.0165714285714285,0.2928571428571428,0.0034285714285714,225714.2857142857,6843.62013152674,232557.90584581246,2206.2518432818606,234764.1576890943,-190639.1208234571,-432.0429723468835,351428.5714285714,434285.7142857143,180000.0,965714.2857142857,-1156353.4065377428,-2620.6287601728077,-17960451.270487983,1156353.4065377428
2027-10,777.0,2015,40300.0,6063.621542595961,8246.13172166721,261096.1584840915,113691.48894120313,4334.002188659189,137.93850875992686,1591.6808451768438,46363.62154259596,556363.4585111515,59.6700405953616,13.078403586365853,0.0005283053935407916,0.5255800337595065,0.014,base,0.0164,0.29,0.0034,228000.0,7059.906260822682,235059.9062608227,2318.1810771297983,237378.0873379525,-191014.46579535652,-411.9921167501217,356000.0,440000.0,182000.0,978000.0,-1169014.4657953565,-2521.4045557708214,-19129465.73628334,1169014.4657953565
2027-11,798.0,2070,41400.0,6319.398001726898,8574.14523904413,269035.51029061264,113648.76739214086,4436.478488494914,291.83676974201234,1591.082743489972,47719.3980017269,572632.7760207228,59.79874436306629,13.242828422726975,0.0010847518583207464,0.5174251619033112,0.014,base,0.0162285714285714,0.2871428571428571,0.0033714285714285,230285.7142857143,7211.225258563816,237496.9395442781,2385.969900086345,239882.90944436446,-192163.51144263757,-402.69475200773365,360571.4285714286,445714.28571428574,184000.0,990285.7142857143,-1182449.2257283519,-2477.9215062301514,-20311914.96201169,1182449.2257283519
2027-12,819.0,2055,41100.0,6174.310607334846,8636.29785395259,294232.9471601849,117703.03849042283,4216.867612168008,309.60045630091895,1647.8425388659196,47274.310607334846,567291.7272880182,57.72199097354682,13.060604222490493,0.0010522290562258744,0.48827260053774857,0.014,base,0.0160571428571428,0.2842857142857142,0.0033428571428571,232571.42857142855,7573.181012978025,240144.60958440657,2363.7155303667423,242508.32511477332,-195234.01450743846,-412.9811984548473,365142.8571428571,451428.5714285715,186000.0,1002571.4285714286,-1197805.4430788672,-2533.7343425861013,-21509720.40509056,1197805.4430788672
2028-01,839.0,2143,42860.0,6225.837496128295,8726.013515936558,277377.7569669642,122490.9546742304,4267.7941033844445,243.1700273046247,1714.8733654392256,49085.8374961283,589030.0499535396,58.505169840438974,12.683571909350361,0.0008766745753646942,0.48908864232103866,0.014,base,0.0158857142857142,0.2814285714285714,0.0033142857142857,234857.14285714284,7268.0633356519165,242125.20619279475,2454.291874806415,244579.49806760118,-195493.6605714729,-398.26897236273635,369714.2857142857,457142.8571428571,188000.0,1014857.1428571427,-1210350.8034286157,-2465.7841552037967,-22720071.208519176,1210350.8034286157
2028-02,859.0,2181,43620.0,6737.285266857154,9137.926464384198,294890.81829692284,128838.84703671095,4724.097059678696,209.44434866450493,1803.7438585139535,50357.28526685716,604287.4232022859,58.623149321137554,13.378968368041324,0.0007102437094315271,0.5169769179136255,0.014,base,0.0157142857142857,0.2785714285714286,0.0032857142857142,237142.85714285716,7602.891442864992,244745.74858572215,2517.864263342858,247263.61284906502,-196906.32758220786,-391.0185518118121,374285.7142857143,462857.1428571429,190000.0,1027142.8571428573,-1224049.1847250652,-2430.729095578705,-23944120.39324424,1224049.1847250652
2028-03,878.0,2240,44800.0,7082.905443853037,9467.001248169756,296499.4497390866,125029.66643702918,5195.802472488078,136.6876412465502,1750.4153301184085,51882.90544385304,622594.8653262365,59.09214743035653,13.651713186182409,0.00046100470461861735,0.548832976386538,0.014,base,0.0155428571428571,0.2757142857142857,0.0032571428571428,239428.57142857145,7625.875562192054,247054.4469907635,2594.145272192652,249648.59226295617,-197765.68681910314,-381.17696980775764,378857.1428571429,468571.4285714286,192000.0,1039428.5714285715,-1237194.2582476747,-2384.589389633449,-25181314.651491914,1237194.2582476747
2028-04,897.0,2229,44580.0,7092.346085577736,9698.30802259002,298489.72142309864,128897.97072021566,5257.333330462986,30.441165031730222,1804.5715900830191,51672.34608557774,620068.1530269329,57.60573699618477,13.725612678456029,0.00010198396409295764,0.5420876835647223,0.014,base,0.0153714285714285,0.2728571428571428,0.0032285714285714,241714.2857142857,7650.622355221292,249364.90806950702,2583.617304278887,251948.5253737859,-200276.17928820816,-387.5887093582291,383428.5714285714,474285.7142857143,194000.0,1051714.2857142857,-1251990.465002494,-2422.941011675754,-26433305.11649441,1251990.465002494
2028-05,916.0,2339,46780.0,7533.077217348056,9922.817606501936,307984.52596124477,132452.83773321818,5378.157210101242,300.58027898176,1854.3397282650546,54313.07721734806,651756.9266081767,59.29375242068566,13.86973009686501,0.000975959029251955,0.5419989990118531,0.014,base,0.0152,0.27,0.0032,244000.0,7784.374629112742,251784.37462911275,2715.653860867403,254500.02848998015,-200186.95127263208,-368.57965250529145,388000.0,480000.0,196000.0,1064000.0,-1264186.951272632,-2327.592204385061,-27697492.067767043,1264186.951272632
2028-06,934.0,2428,48560.0,7527.570594344011,10168.627861957972,317838.06085540977,137041.07955788806,5532.714665265331,76.28081526824718,1918.5751138104329,56087.57059434401,673050.8471321282,60.050932113858686,13.421102954855218,0.00023999899528379231,0.544096483849494,0.014,base,0.0150285714285714,0.2671428571428571,0.0031714285714285,246285.7142857143,7927.744295719357,254213.45858143366,2804.3785297172008,257017.83711115087,-200930.26651680685,-358.2438397448954,392571.4285714286,485714.28571428574,198000.0,1076285.7142857143,-1277215.980802521,-2277.1818555666205,-28974708.048569564,1277215.980802521
2028-07,952.0,2456,49120.0,7465.910878074483,10133.437789570944,316616.6071176196,138034.1661880158,5471.9589952681135,61.47355617414837,1932.478326632221,56585.91087807449,679030.9305368939,59.43898201478412,13.193939555309555,0.00019415771248951455,0.5399903871615716,0.013999999999999999,base,0.0148571428571428,0.2642857142857143,0.0031428571428571,248571.42857142855,7815.9626724392665,256387.3912438678,2829.2955439037246,259216.68678777153,-202630.77590969705,-358.09404278443986,397142.8571428571,491428.5714285715,200000.0,1088571.4285714286,-1291202.2044811258,-2281.8439863295225,-30265910.253050692,1291202.2044811258
2028-08,970.0,2460,49200.0,7675.622992261189,10375.753100416836,330244.01574112364,142461.8774707312,5476.416255957103,204.7404517138487,1994.4662845902371,56875.62299226119,682507.4759071342,58.634662878619785,13.495453040234084,0.0006199671817046445,0.527809037373595,0.014000000000000002,base,0.0146857142857142,0.2614285714285714,0.0031142857142857,250857.14285714284,8006.0545601160065,258863.19741725884,2843.78114961306,261706.9785668719,-204831.3555746107,-360.13909790927687,401714.2857142857,497142.8571428571,202000.0,1100857.1428571427,-1305688.4984317534,-2295.6908948661758,-31571598.751482442,1305688.4984317534
2028-09,987.0,2501,50020.0,7954.877236048621,10684.213615912671,338244.4609371291,144054.94283960157,5743.282683406418,194.82535288778024,2016.769199754422,57974.87723604862,695698.5268325834,58.738477442805085,13.721248953507573,0.0005759897807284219,0.5375484700954112,0.014,base,0.0145142857142857,0.2585714285714285,0.0030857142857142,253142.85714285716,8116.521520192789,261259.37866304995,2898.743861802431,264158.1225248524,-206183.24528880377,-355.642400844274,406285.7142857143,502857.1428571429,204000.0,1113142.8571428573,-1319326.102431661,-2275.685892459825,-32890924.853914104,1319326.102431661
2028-10,1004.0,2554,51080.0,8523.636272127445,11230.001927186962,345636.3987256616,142749.30539886028,6189.6473242370275,335.49867230637415,1998.490275584044,59603.63627212745,715243.6352655294,59.366171585784315,14.300530647512472,0.0009706693899813081,0.5511706377585183,0.014,base,0.0143428571428571,0.2557142857142856,0.0030571428571428,255428.57142857145,8265.490431036647,263694.0618596081,2980.1818136063725,266674.24367321446,-207070.607401087,-347.4127089422559,410857.1428571429,508571.4285714286,206000.0,1125428.5714285714,-1332499.1788296583,-2235.6004803901155,-34223424.03274376,1332499.1788296583
2028-11,1021.0,2621,52420.0,7578.695190851292,10724.976112840783,350340.9575795376,158281.5167894933,5153.039785012489,209.71417078589667,2215.9412350529064,59998.69519085129,719984.3422902155,58.764637797111945,12.631433344915315,0.0005986002100205069,0.48047098014911804,0.014000000000000002,base,0.0141714285714285,0.2528571428571428,0.0030285714285714,257714.2857142857,8156.085552507909,265870.37126679363,2999.9347595425647,268870.3060263362,-208871.61083548493,-348.12692204568816,415428.5714285714,514285.7142857143,208000.0,1137714.2857142857,-1346585.8965497706,-2244.3586352442885,-35570009.92929353,1346585.8965497706
2028-12,1037.0,2709,54180.0,8142.417332578816,11252.64153230223,347985.37431033753,152126.34492616655,5924.096870844713,88.55163276777182,2129.768828966332,62322.417332578814,747869.0079909458,60.098763097954496,13.0649895833267,0.00025446940965053437,0.5264627735486633,0.014000000000000002,base,0.014,0.25,0.003,260000.0,8141.334658198783,268141.33465819876,3116.120866628941,271257.4555248277,-208935.0381922489,-335.2486105878773,420000.0,520000.0,210000.0,1150000.0,-1358935.038192249,-2180.4915411743355,-36928944.96748578,1358935.038192249
