month,customer_id,tokens_in,tokens_out,api_calls,usage_revenue
2026-01,C0083,531741,195713,138,436.47239999999994
2026-01,C0097,533961,391188,102,555.0894
2026-01,C0235,843389,545602,175,833.3946
2026-01,C0306,604518,175561,75,468.0473999999999
2026-01,C0328,499625,514336,19,608.3765999999999
2026-01,C0336,297928,553525,114,510.87179999999995
2026-01,C0335,585391,402839,89,592.938
2026-01,C0278,594074,832196,219,855.762
2026-01,C0105,741160,378233,192,671.6358
2026-01,C0204,586224,447579,124,620.2818000000001
2026-01,C0136,583243,304772,101,532.809
2026-01,C0126,586081,457041,146,625.8732
2026-01,C0160,377246,462711,165,503.9742
2026-01,C0326,624390,779723,86,842.4678
2026-01,C0123,495988,768255,22,758.5458
2026-01,C0025,494168,619437,150,668.163
2026-01,C0092,285193,635085,105,552.1668
2026-01,C0155,707913,334374,16,625.3722
2026-01,C0203,300445,383195,138,410.18399999999997
2026-01,C0320,917379,464062,43,828.8646
2026-01,C0257,416123,280791,141,418.1484
2026-01,C0246,204525,625446,114,497.9826
2026-01,C0048,621144,613697,121,740.9046
2026-01,C0189,684996,570572,140,753.3408
2026-01,C0305,567072,453323,130,612.237
2026-01,C0324,926822,518789,59,867.3666000000001
2026-01,C0290,543742,483858,84,616.56
2026-01,C0138,471764,599298,83,642.6371999999999
2026-01,C0265,795767,962900,69,1055.2002
2026-01,C0260,432032,641179,62,643.9266
2026-01,C0053,594079,323837,72,550.7496
2026-01,C0127,179911,239813,99,251.8344
2026-01,C0041,562848,180685,96,446.1198
2026-01,C0095,711173,485825,75,718.1988
2026-01,C0037,484214,289535,79,464.2494
2026-01,C0192,644036,708664,96,811.62
2026-01,C0289,479699,471663,244,570.8172
2026-01,C0130,499765,484732,136,590.6981999999999
2026-01,C0299,502173,186562,106,413.241
2026-01,C0078,621907,737004,135,815.3466
2026-01,C0062,379777,656222,224,621.5994
2026-01,C0164,650711,527717,209,707.0568000000001
2026-01,C0245,577779,582837,157,696.3696
2026-01,C0110,661464,449974,126,666.8628
2026-01,C0256,371681,496199,163,520.728
2026-01,C0271,551781,619660,66,702.8646
2026-01,C0004,387974,704233,235,655.3242
2026-01,C0071,556163,633235,126,713.6388
2026-01,C0233,909551,262547,172,703.2588
2026-01,C0200,881708,533702,86,849.246
2026-01,C0017,747193,506437,144,752.178
2026-01,C0075,173223,662004,154,501.1362
2026-01,C0117,613682,686533,97,780.1289999999999
2026-01,C0165,562290,714037,50,765.7962
2026-01,C0205,472149,301866,183,464.409
2026-01,C0244,339953,435428,166,465.2286
2026-01,C0340,514580,573137,155,652.6302000000001
2026-01,C0185,671007,494261,93,699.1608
2026-01,C0019,613406,505373,91,671.2674
2026-01,C0319,822667,538488,164,816.693
2026-01,C0026,717768,908759,78,975.9162
2026-01,C0051,536371,834040,205,822.2466000000001
2026-01,C0280,406226,619576,159,615.4812
2026-01,C0060,585826,581921,152,700.6482
2026-01,C0074,805460,93290,151,539.25
2026-01,C0234,791735,458836,75,750.3426
2026-01,C0294,417733,335701,41,452.06039999999996
2026-01,C0152,699364,684144,112,830.1048
2026-01,C0054,603592,483208,148,652.0799999999999
2026-01,C0022,531713,456122,111,592.701
2026-01,C0115,419918,685041,99,662.9754
2026-01,C0339,434905,564584,139,599.6934
2026-01,C0002,1004177,566787,208,942.5783999999999
2026-01,C0005,467545,431206,141,539.2506
2026-01,C0122,609892,448483,29,635.025
2026-01,C0094,156375,566927,83,433.9812
2026-01,C0191,556139,549081,48,663.132
2026-01,C0043,386786,132489,71,311.565
2026-01,C0024,388682,617252,51,603.5604
2026-01,C0153,536053,489233,148,615.1716
2026-01,C0007,638941,522384,71,696.795
2026-01,C0180,550785,649761,117,720.3276
2026-01,C0281,203416,446612,164,390.0168
2026-01,C0292,441565,452141,51,536.2236
2026-01,C0248,1088092,706105,64,1076.5182
2026-01,C0285,519054,680794,78,719.9087999999999
2026-01,C0213,776949,655637,101,859.5516
2026-01,C0231,290051,374181,8,398.5392
2026-01,C0072,473993,586632,213,636.375
2026-01,C0179,369773,656464,177,615.7422
2026-01,C0134,409340,480255,39,533.757
2026-01,C0220,118927,300774,106,251.8206
2026-01,C0173,633224,548860,109,709.2504
2026-01,C0131,172124,499970,84,403.25640000000004
2026-01,C0196,644151,335870,87,588.0125999999999
2026-01,C0186,669811,377555,221,628.4196
2026-01,C0241,307507,554323,245,517.098
2026-01,C0322,644212,462549,92,664.0566
2026-01,C0237,489854,634083,100,674.3621999999999
2026-01,C0183,359567,491073,75,510.38399999999996
2026-01,C0128,808363,565866,145,824.5374
2026-01,C0080,611835,477080,104,653.3489999999999
2026-01,C0055,383152,741330,121,674.6891999999999
2026-01,C0187,502170,378141,128,528.1866
2026-01,C0178,828426,359304,6,712.638
2026-01,C0140,198295,492823,172,414.67080000000004
2026-01,C0146,332482,362794,208,417.1656
2026-01,C0207,600823,690091,242,774.5484
2026-01,C0090,627883,563843,150,715.0356
2026-01,C0212,388256,509440,72,538.6176
2026-01,C0079,619224,921386,77,924.3659999999999
2026-01,C0215,567139,578715,172,687.5124
2026-01,C0009,435729,204672,73,384.2406
2026-01,C0098,609129,317221,101,555.81
2026-01,C0325,700735,393189,107,656.3543999999999
2026-01,C0061,369722,791188,10,696.546
2026-01,C0214,643839,432617,79,645.8735999999999
2026-01,C0211,599006,485218,26,650.5343999999999
2026-01,C0166,428977,401407,131,498.2304
2026-01,C0070,779355,410645,166,714.0
2026-01,C0236,827327,750158,112,946.4909999999999
2026-01,C0149,765010,254025,130,611.4209999999999
2026-01,C0102,526242,186527,75,427.6614
2026-01,C0238,777690,678204,115,873.5364
2026-01,C0103,433864,572424,107,603.7728
2026-01,C0171,950337,494172,45,866.7053999999999
2026-01,C0201,308370,284520,185,355.734
2026-01,C0014,295965,617653,183,548.1708
2026-01,C0182,464801,439272,134,542.4438
2026-01,C0252,836443,718246,179,932.8134
2026-01,C0300,732277,224436,113,574.0278
2026-01,C0088,523374,664026,101,712.44
2026-01,C0056,888859,619880,130,905.2434
2026-01,C0224,812506,561386,0,824.3352
2026-01,C0172,508684,322843,129,498.9162
2026-01,C0264,503018,295730,221,479.2488
2026-01,C0314,353407,542781,141,537.7128
2026-01,C0263,758090,412282,73,702.2232
2026-01,C0158,754153,385906,136,684.0354
2026-01,C0112,1164886,372459,189,922.4069999999999
2026-01,C0161,574647,629899,164,722.7276
2026-01,C0277,665730,391928,93,634.5948
2026-01,C0333,716179,751649,140,880.6967999999999
2026-01,C0184,903354,529664,45,859.8108
2026-01,C0119,312439,786486,77,659.3549999999999
2026-01,C0267,717146,808748,170,915.5364
2026-01,C0274,559993,515330,128,645.1938
2026-01,C0275,593474,789677,34,829.8906000000001
2026-01,C0313,418609,533666,161,571.365
2026-01,C0318,754597,213828,175,581.055
2026-01,C0332,724481,532840,0,754.3925999999999
2026-01,C0232,644101,779715,134,854.2896
2026-01,C0249,317463,757606,210,645.0414
2026-01,C0084,556048,208571,164,458.7714
2026-02,C0129,677366,362932,55,624.1788
2026-02,C0251,457961,264598,56,433.5354
2026-02,C0106,229484,257455,38,292.1634
2026-02,C0261,681596,861285,45,925.7286
2026-02,C0315,782522,460980,103,746.1012
2026-02,C0101,532318,291884,54,494.52119999999996
2026-02,C0015,661048,253093,70,548.4846
2026-02,C0374,715453,384220,151,659.8038
2026-02,C0343,243383,443828,140,412.3266
2026-02,C0133,172213,449057,157,372.762
2026-02,C0125,161843,970397,63,679.3439999999999
2026-02,C0266,846839,676943,127,914.2692
2026-02,C0089,725311,371258,0,657.9413999999999
2026-02,C0345,741620,827253,74,941.3238
2026-02,C0020,917973,779818,118,1018.6745999999999
2026-02,C0059,564537,103501,34,400.8228
2026-02,C0086,401720,470399,114,523.2714
2026-02,C0135,859525,491922,180,810.8681999999999
2026-02,C0033,532620,663840,57,717.876
2026-02,C0284,335830,521145,201,514.185
2026-02,C0218,645175,338482,62,590.1942
2026-02,C0045,890950,925238,144,1089.7128
2026-02,C0073,740978,439821,160,708.4793999999999
2026-02,C0085,655940,609309,91,759.1494
2026-02,C0052,255750,420463,48,405.72779999999995
2026-02,C0330,408473,518222,142,556.017
2026-02,C0044,437344,330203,157,460.5282
2026-02,C0032,770307,437104,193,724.4466
2026-02,C0287,899871,381881,0,769.0512
2026-02,C0221,915604,314260,128,737.9184
2026-02,C0077,620444,233008,85,512.0712
2026-02,C0042,644539,715862,123,816.2406
2026-02,C0341,456853,546679,24,602.1192
2026-02,C0064,865705,330295,146,717.6
2026-02,C0139,391090,437315,94,497.04299999999995
2026-02,C0216,750721,617422,91,820.8858
2026-02,C0066,656467,481997,171,683.0784
2026-02,C0034,768584,493748,111,757.3992000000001
2026-02,C0254,418665,319385,100,442.83
2026-02,C0111,748746,428180,110,706.1555999999999
2026-02,C0247,928915,591257,209,912.1032
2026-02,C0093,897927,455272,155,811.9194
2026-02,C0193,355293,711728,204,640.2126
2026-02,C0356,753042,730334,86,890.0255999999999
2026-02,C0228,422399,375575,88,478.7844
2026-02,C0270,629955,583345,47,727.9799999999999
2026-02,C0217,836705,633841,101,882.3276
2026-02,C0181,712233,575859,33,772.8552000000001
2026-02,C0202,1197649,159207,170,814.1136
2026-02,C0150,577116,753262,59,798.2267999999999
2026-02,C0373,900390,463622,98,818.4072
2026-02,C0006,508648,786050,73,776.8188
2026-02,C0243,342663,623763,114,579.8556
2026-02,C0063,598771,302578,97,540.8094
2026-02,C0337,370283,303808,194,404.45459999999997
2026-02,C0364,916946,559869,74,886.089
2026-02,C0298,852825,674150,120,916.185
2026-02,C0269,576859,392959,219,581.8908
2026-02,C0065,367418,411724,157,467.4852
2026-02,C0226,571800,376293,121,568.8557999999999
2026-02,C0195,332311,647851,95,588.0972
2026-02,C0250,850518,620224,121,882.4452
2026-02,C0291,737299,434397,157,703.0175999999999
2026-02,C0038,424002,513502,111,562.5024
2026-02,C0096,564549,447610,97,607.2954
2026-02,C0159,527069,492655,125,611.8344
2026-02,C0308,730045,275059,108,603.0624
2026-02,C0262,457648,405499,175,517.8882
2026-02,C0058,538948,540924,173,647.9232000000001
2026-02,C0145,429765,313715,64,446.088
2026-02,C0227,427690,555658,74,590.0088
2026-02,C0282,682284,365350,126,628.5803999999999
2026-02,C0040,666010,382463,116,629.0838
2026-02,C0327,655427,658840,78,788.5602
2026-02,C0361,827459,408472,129,741.5586
2026-02,C0144,432642,405776,228,503.0508
2026-02,C0199,494008,398625,111,535.5798
2026-02,C0118,637898,870406,130,904.9824
2026-02,C0011,655342,609004,47,758.6075999999999
2026-02,C0029,586210,456267,12,625.4862
2026-02,C0359,522569,421147,107,566.2296
2026-02,C0279,681419,271214,73,571.5798
2026-02,C0323,629116,432202,91,636.7908
2026-02,C0047,588328,712531,67,780.5153999999999
2026-02,C0143,768796,418466,159,712.3571999999999
2026-02,C0229,253685,267839,99,312.9144
2026-02,C0317,496971,517896,13,608.9201999999999
2026-02,C0355,316139,381046,99,418.311
2026-02,C0276,325800,318905,119,386.82300000000004
2026-02,C0132,712847,320991,80,620.3027999999999
2026-02,C0023,689962,133264,181,493.93559999999997
2026-02,C0190,443295,561101,171,602.6375999999999
2026-02,C0107,810548,524184,181,800.8392
2026-02,C0016,580104,759057,128,803.4966000000001
2026-02,C0288,415705,448019,158,518.2344
2026-02,C0253,729924,562750,133,775.6043999999999
2026-02,C0311,579351,616686,81,717.6222
2026-02,C0035,124385,620850,86,447.141
2026-02,C0157,231442,624608,108,513.63
2026-02,C0302,414858,388677,232,482.121
2026-02,C0342,458794,450215,68,545.4054
2026-02,C0375,945002,373260,33,790.9572
2026-02,C0286,821678,647898,177,881.7456
2026-02,C0296,566300,250860,49,490.29599999999994
2026-02,C0082,465617,910322,123,825.5634
2026-02,C0295,759577,824227,144,950.2824
2026-02,C0142,674200,747607,95,853.0842
2026-02,C0242,803289,525194,64,797.0898
2026-02,C0223,448867,553328,125,601.317
2026-02,C0219,741933,218563,140,576.2976
2026-02,C0039,691175,685410,92,825.951
2026-02,C0272,786014,308216,12,656.538
2026-02,C0372,455163,444908,50,540.0426
2026-02,C0175,368682,435083,138,482.25899999999996
2026-02,C0156,750434,287240,66,622.6043999999999
2026-02,C0049,585073,223441,212,485.10839999999996
2026-02,C0100,649463,535980,190,711.2658
2026-02,C0010,801617,366459,176,700.8456
2026-02,C0121,527558,841273,135,821.2986
2026-02,C0174,1048409,565044,79,968.0717999999999
2026-02,C0377,363663,703096,180,640.0554
2026-02,C0188,474419,531770,120,603.7134
2026-02,C0206,713617,132462,98,507.64739999999995
2026-02,C0099,545346,555300,58,660.3875999999999
2026-02,C0297,563969,382961,51,568.1579999999999
2026-02,C0036,672064,326507,123,599.1426
2026-02,C0346,806528,780871,105,952.4393999999999
2026-02,C0307,804105,555728,176,815.8998
2026-02,C0081,839129,652349,155,894.8868
2026-02,C0001,679539,541946,131,732.891
2026-02,C0379,497604,812423,114,786.0162
2026-02,C0057,581951,455600,221,622.5305999999999
2026-02,C0154,344556,371465,104,429.6126
2026-02,C0334,641351,668248,69,785.7593999999999
2026-02,C0378,734295,824292,85,935.1522
2026-02,C0018,660516,316091,119,585.9642
2026-02,C0031,134926,607760,147,445.6116
2026-02,C0198,332287,766378,133,659.199
2026-02,C0177,882064,406236,160,772.9799999999999
2026-02,C0104,587490,484589,119,643.2474
2026-02,C0230,624765,472328,106,658.2558
2026-02,C0013,421026,409521,117,498.3282
2026-02,C0147,576304,390060,220,579.8184
2026-02,C0365,689990,490348,229,708.2027999999999
2026-02,C0329,582630,554562,135,682.3152
2026-02,C0208,596207,877878,75,884.451
2026-02,C0028,399634,827078,103,736.0272
2026-02,C0312,784847,725961,64,906.4848
2026-02,C0240,321015,524714,114,507.4374
2026-02,C0151,463107,430536,82,536.1858
2026-02,C0376,903190,152469,114,633.3954
2026-02,C0108,698473,328681,112,616.2923999999999
2026-02,C0301,739339,517869,111,754.3248
2026-02,C0148,550703,220312,149,462.609
2026-02,C0338,569184,677286,180,747.882
2026-02,C0167,443784,778511,190,733.3770000000001
2026-02,C0354,363857,385237,95,449.45640000000003
2026-02,C0369,606233,269567,59,525.4799999999999
2026-02,C0358,463362,487135,151,570.2982
2026-02,C0309,532595,507941,78,624.3216
2026-02,C0310,729989,301416,120,618.843
2026-02,C0124,695882,829250,188,915.0792
2026-02,C0008,582163,269322,132,510.89099999999996
2026-02,C0087,1140696,517563,15,994.9553999999999
2026-02,C0030,622469,273917,76,537.8316
2026-02,C0222,668362,470238,75,683.16
2026-02,C0209,492072,410124,51,541.3176
2026-02,C0344,730354,208822,116,563.5056
2026-02,C0169,524578,543162,64,640.644
2026-02,C0366,820210,542389,32,817.5594
2026-02,C0050,795340,808361,134,962.2206
2026-02,C0170,478447,465910,120,566.6142
2026-02,C0162,294238,669320,186,578.1347999999999
2026-02,C0067,328932,563100,87,535.2192
2026-02,C0283,761716,528006,96,773.8331999999999
2026-02,C0293,627780,364382,125,595.2972
2026-02,C0225,447658,569545,92,610.3217999999999
2026-02,C0012,933788,654736,160,953.1143999999999
2026-02,C0259,696840,762185,119,875.4150000000001
2026-02,C0141,409719,454093,51,518.2872
2026-02,C0116,703688,761224,86,878.9472
2026-02,C0316,528157,367052,60,537.1253999999999
2026-02,C0368,253586,519897,121,464.08979999999997
2026-02,C0021,397819,250824,213,389.18580000000003
2026-02,C0194,911540,608029,101,911.7414
2026-02,C0348,808498,811337,73,971.901
2026-02,C0304,810324,560441,219,822.4590000000001
2026-02,C0258,708458,274832,224,589.9739999999999
2026-02,C0210,158406,477362,113,381.4608
2026-02,C0114,532236,497724,149,617.976
2026-02,C0137,587354,687106,145,764.676
2026-02,C0321,615510,505161,74,672.4026
2026-02,C0268,322875,710810,167,620.2109999999999
2026-02,C0255,446911,459243,143,543.6924
2026-02,C0076,657383,678584,92,801.5802
2026-02,C0083,286330,637452,127,554.2692
2026-02,C0097,832308,624474,0,874.0691999999999
2026-02,C0235,308995,691998,244,600.5958
2026-02,C0306,614915,454813,137,641.8368
2026-02,C0328,857438,322264,198,707.8212
2026-02,C0336,655417,708543,155,818.376
2026-02,C0335,459615,416780,117,525.837
2026-02,C0357,341637,584006,150,555.3858
2026-02,C0278,693261,773297,144,879.9348
2026-02,C0105,712709,822760,25,921.2814
2026-02,C0204,547793,449470,71,598.3578
2026-02,C0136,523621,376287,144,539.9448
2026-02,C0126,886322,548948,107,861.1619999999999
2026-02,C0160,442558,296584,92,443.4852
2026-02,C0326,564527,245392,106,485.9514
2026-02,C0123,631976,835637,151,880.5678
2026-02,C0025,275023,245349,35,312.22319999999996
2026-02,C0092,446986,511268,88,574.9524
2026-02,C0155,880335,376709,102,754.2264
2026-02,C0203,774914,315370,63,654.1704000000001
2026-02,C0320,318305,584760,248,541.839
2026-02,C0257,790309,545199,64,801.3048
2026-02,C0246,553416,375673,216,557.4534
2026-02,C0048,676207,559674,91,741.5286
2026-02,C0189,775520,527492,140,781.8072
2026-02,C0305,193588,766108,233,575.8176
2026-02,C0324,802732,246515,114,629.5482000000001
2026-02,C0290,482561,674066,79,693.9762
2026-02,C0138,218283,471482,124,413.859
2026-02,C0265,456022,839556,59,777.3467999999999
2026-02,C0351,438197,715787,225,692.3903999999999
2026-02,C0260,456536,423008,173,527.7264
2026-02,C0053,890589,754984,123,987.3438
2026-02,C0127,749949,779757,67,917.8235999999999
2026-02,C0041,524954,361803,125,532.0541999999999
2026-02,C0095,402501,212480,72,368.98859999999996
2026-02,C0037,992513,617020,179,965.7197999999999
2026-02,C0192,584569,550897,65,681.2796
2026-02,C0289,619435,442345,66,637.068
2026-02,C0130,547344,683843,119,738.7121999999999
2026-02,C0299,625534,469042,86,656.7456
2026-02,C0367,749883,616373,184,819.7536
2026-02,C0078,521381,425376,128,568.0541999999999
2026-02,C0062,497363,640935,128,682.9788
2026-02,C0164,866901,679415,91,927.7896
2026-02,C0245,452967,702625,109,693.3552000000001
2026-02,C0110,525379,362150,129,532.5174
2026-02,C0256,607160,399809,0,604.1814
2026-02,C0271,220753,543953,176,458.8236
2026-02,C0004,522112,467622,113,593.8404
2026-02,C0071,483242,333698,179,490.164
2026-02,C0233,791254,454990,123,747.7463999999999
2026-02,C0200,692567,648794,131,804.8166
2026-02,C0017,444009,798650,105,745.5954
2026-02,C0075,893001,695815,146,953.2896
2026-02,C0117,1070639,570735,147,984.8244
2026-02,C0165,317138,259742,140,346.128
2026-02,C0205,552000,289096,47,504.6576
2026-02,C0244,308774,661804,177,582.3467999999999
2026-02,C0340,775663,393287,76,701.37
2026-02,C0019,481022,468144,168,569.4996
2026-02,C0319,717669,538452,153,753.6726
2026-02,C0026,387024,417685,50,482.82539999999995
2026-02,C0349,859373,635411,60,896.8704
2026-02,C0362,553072,514548,110,640.5719999999999
2026-02,C0051,521032,653822,132,704.9124
2026-02,C0280,577629,420694,160,598.9938
2026-02,C0060,658978,429367,45,653.007
2026-02,C0074,388374,622248,141,606.3732
2026-02,C0234,411063,407461,78,491.1144
2026-02,C0294,748019,456889,139,722.9447999999999
2026-02,C0152,661065,364792,118,615.5142
2026-02,C0054,609014,417720,65,616.0404
2026-02,C0363,668989,453495,81,673.4903999999999
2026-02,C0022,1096346,445556,136,925.1412
2026-02,C0115,86707,522295,84,365.40119999999996
2026-02,C0339,549202,360043,109,545.547
2026-02,C0002,488018,490520,52,587.1228
2026-02,C0005,755134,854451,155,965.751
2026-02,C0122,836753,683439,203,912.1152
2026-02,C0094,576427,546520,128,673.7681999999999
2026-02,C0191,640064,359162,14,599.5355999999999
2026-02,C0043,194793,512232,120,424.215
2026-02,C0024,737633,656034,124,836.2001999999999
2026-02,C0153,974333,282921,171,754.3523999999999
2026-02,C0007,683663,668200,84,811.1178
2026-02,C0180,434665,364117,115,479.2692
2026-02,C0281,390854,603955,116,596.8854
2026-02,C0292,222147,358906,92,348.6318
